"ref_area.label","source.label","indicator.label","time","obs_value","note_indicator.label","note_source.label"
"Nepal","OS - Estimations based on administrative data","Trade union density rate (%)","2018",30.165,,
"Nepal","OS - Estimations based on administrative data","Trade union density rate (%)","2016",38.877,,
"Nepal","OS - Estimations based on administrative data","Trade union density rate (%)","2014",32.914,,
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2020",18.895,,
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2019",18.788,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2018",19.23,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2017",18.46,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2016",18.773,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2015",17.788,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2014",18.481,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2013",19.465,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2012",20.336,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2011",20.516,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2010",21.425,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2009",21.5,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2008",21.4,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2007",19.879,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2006",21.822,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2005",22.262,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2004",21.681,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2003",21.677,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2002",21.782,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2001",22.292,"Trade union membership coverage: Adjusted for the right to unionize",
"New Zealand","ADM-RWO - Union Membership Return Report","Trade union density rate (%)","2000",22.384,"Trade union membership coverage: Adjusted for the right to unionize",
"Pakistan","OE - Estimates based on Administrative data","Trade union density rate (%)","2016",4.729,,
"Pakistan","OE - Estimates based on Administrative data","Trade union density rate (%)","2008",5.6,,
"Pakistan","OE - Estimates based on Administrative data","Trade union density rate (%)","2007",5.5,,
"Pakistan","OE - Estimates based on Administrative data","Trade union density rate (%)","2006",5.9,,
"Pakistan","OE - Estimates based on Administrative data","Trade union density rate (%)","2005",6.4,,
"Pakistan","OE - Estimates based on Administrative data","Trade union density rate (%)","2004",6.9,,
"Pakistan","OE - Estimates based on Administrative data","Trade union density rate (%)","2000",7.933,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2019",26.32,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2018",26.331,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2017",24.502,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2016",19.576,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2015",17.488,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2014",16.81,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2013",15.508,,
"Panama","OE - Estimates based on various sources","Trade union density rate (%)","2012",15.303,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2018",2.281,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2017",2.761,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2016",2.757,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2015",3.132,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2014",3.213,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2013",3.204,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2012",2.152,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2011",2.055,,
"Peru","ADM - Electronic reports","Trade union density rate (%)","2010",1.932,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2020",8.488,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2019",7.593,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2018",7.701,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2017",7.948,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2016",8.034,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2015",8.507,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2014",8.844,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2013",8.519,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2012",8.579,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2011",8.709,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2010",8.781,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2009",10.691,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2008",11.001,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2007",11.052,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2006",11.21,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2005",11.798,,
"Philippines","ADM-RWO - Department of Labor and Employment-Bureau of Labor Relations","Trade union density rate (%)","2004",9.619,,
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2018",12.707,,
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2017",13.378,,
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2016",13.986,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2014",16.481,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2012",16.984,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2011",17.252,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2010",19.978,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2009",15.422,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2008",14.986,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2007",15.988,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2006",16.984,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2005",20.983,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2004",19.073,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2003",18.861,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2002",13.972,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2001",15.923,"Trade union membership coverage: Adjusted for the right to unionize",
"Poland","OS - Estimations based on self-declared membership of affiliated and independent unions","Trade union density rate (%)","2000",17.492,"Trade union membership coverage: Adjusted for the right to unionize",
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2016",15.288,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2015",16.053,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2014",17.1,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2012",18.9,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2011",18.8,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2010",19.8,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2009",20.6,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2008",20.9,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2007",21.2,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2006",21.2,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2005",21.6,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2004",21.7,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2003",21.3,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2002",20.7,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2001",22.4,,
"Portugal","ADM - Records of main union confederations and independent unions","Trade union density rate (%)","2000",21.6,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2019",6.931,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2018",6.91,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2017",6.399,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2016",7.034,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2015",6.796,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2014",6.523,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2013",8.736,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2012",8.259,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2011",6.403,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2010",8.104,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2008",11.348,,
"Paraguay","HS - Continous Household Survey","Trade union density rate (%)","2000",10.196,,
"Occupied Palestinian Territory","LFS - Labour Force Survey","Trade union density rate (%)","2019",21.28,,
"Occupied Palestinian Territory","LFS - Labour Force Survey","Trade union density rate (%)","2018",22.78,,
"Occupied Palestinian Territory","LFS - Labour Force Survey","Trade union density rate (%)","2017",19.8,,
"Occupied Palestinian Territory","LFS - Labour Force Survey","Trade union density rate (%)","2016",22.25,,
"Occupied Palestinian Territory","LFS - Labour Force Survey","Trade union density rate (%)","2015",30.14,,
"Occupied Palestinian Territory","ADM - Records of the Labour Relations Department","Trade union density rate (%)","2013",8.53,,
"Occupied Palestinian Territory","ADM - Records of the Labour Relations Department","Trade union density rate (%)","2011",17.88,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2018",21.394,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2016",21.606,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2013",25.2,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2012",26.7,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2011",30.5,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2010",35.4,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2009",34.1,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2008",35.6,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2007",36,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2006",36,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2003",35.9,,
"Romania","ADM-RWO - Trade unions records","Trade union density rate (%)","2002",34.7,,
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2017",27.454,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2016",28.01,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2015",28.279,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2014",28.923,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2013",29.76,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2012",31.082,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2011",32.965,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2010",33.733,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2009",36.723,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2008",38.252,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2007",40.858,"Trade union membership coverage: Adjusted for the right to unionize",
"Russian Federation","ADM-RWO - Records of Workers' Organizations","Trade union density rate (%)","2006",43.464,"Trade union membership coverage: Adjusted for the right to unionize",
"Rwanda","LFS - Labour Force Survey","Trade union density rate (%)","2019",5.855,,
"Rwanda","LFS - Labour Force Survey","Trade union density rate (%)","2018",4.965,,
"Rwanda","LFS - Labour Force Survey","Trade union density rate (%)","2017",5.406,,
"Sudan","LFS - Labor Market Panel Survey","Trade union density rate (%)","2011",30.41,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2019",7.356,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2018",9.693,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2017",7.961,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2016",8.275,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2014",14.104,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2013",13.855,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2012",14.113,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2011",13.732,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2010",13.573,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2009",13.162,,
"Senegal","OE - Estimates based on various sources","Trade union density rate (%)","2008",12.088,,
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2019",22.181,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2018",21.943,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2017",22.164,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2016",21.801,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2015",21.211,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2014",20.842,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2013",20.407,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2012",19.351,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2011",18.907,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2010",18.03,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2009",17.598,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2008",17.502,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2007",18.099,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2006",18.602,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2005",19.397,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2004",20.1,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2003",20.51,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2002",19.32,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2001",16.53,,"Reference group coverage: Including non residents"
"Singapore","OS - Estimations based on Administrative data","Trade union density rate (%)","2000",15.598,,"Reference group coverage: Including non residents"
"Sierra Leone","LFS - Labour Force Survey","Trade union density rate (%)","2014",23.696,,
"Sierra Leone","ADM - Records of Workers' Organizations and registrars from ministries and Inspectorates","Trade union density rate (%)","2008",24.493,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2018",8.73,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2017",10.82,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2016",17.404,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2015",12.924,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2014",12.533,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2013",15.967,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2012",9.84,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2011",14.067,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2010",15.157,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2009",15.222,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2008",12.977,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2007",12.948,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2006",12.794,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2005",13.446,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2004",10.927,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2003",11.896,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2002",12.23,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2001",11.931,,
"El Salvador","OE - Estimates based on various sources","Trade union density rate (%)","2000",11.972,,
"Somalia","LFS - Labour Force Survey","Trade union density rate (%)","2019",11.8,,
"Serbia","ADM-RWO - Trade unions records","Trade union density rate (%)","2010",33.28,,
"Serbia","ADM-RWO - Trade unions records","Trade union density rate (%)","2007",30.657,,
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2019",11.084,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2018",11.113,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2017",11.413,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2016",11.782,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2015",10.94,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2014",12.164,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2013",13.294,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2012",13.592,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2011",14.068,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2010",15.223,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2009",16.024,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2008",17.177,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2007",18.769,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2006",20.558,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2005",22.783,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2004",23.65,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2003",26.181,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2002",27.429,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2001",30.509,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovakia","ADM - Trade unions records","Trade union density rate (%)","2000",32.272,"Trade union membership coverage: Adjusted for the right to unionize",
"Slovenia","ADM - Administrative records and related sources","Trade union density rate (%)","2016",26.9,,
"Slovenia","ADM - Administrative records and related sources","Trade union density rate (%)","2015",25.1,,
"Slovenia","ADM - Administrative records and related sources","Trade union density rate (%)","2014",28,,
"Slovenia","ADM - Administrative records and related sources","Trade union density rate (%)","2013",26.5,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2019",65.213,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2018",60.066,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2017",60.78,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2016",61.713,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2015",62.222,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2014",61.766,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2013",61.977,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2012",62.376,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2011",62.254,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2010",63.504,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2009",64.24,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2008",68.311,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2007",67.02,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2006",72.264,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2005",74.246,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2004",76.428,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2003",77.212,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2002",78.009,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2001",78.712,"Trade union membership coverage: Adjusted for the right to unionize",
"Sweden","LFS - EU Labour Force Survey","Trade union density rate (%)","2000",79.579,"Trade union membership coverage: Adjusted for the right to unionize",
"Eswatini","LFS - Labour Force Survey","Trade union density rate (%)","2016",23.879,,
"Seychelles","LFS - Labour Force Survey","Trade union density rate (%)","2011",2.041,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2007",36.012,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2006",29.454,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2005",29.816,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2004",29.588,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2003",27.682,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2002",21.872,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2001",25.55,,
"Syrian Arab Republic","ADM - Statistical Abstract","Trade union density rate (%)","2000",25.327,,
"Togo","OS - Estimations based on administrative data","Trade union density rate (%)","2019",23.81,,
"Togo","OS - Estimations based on administrative data","Trade union density rate (%)","2018",23.802,,
"Togo","OS - Estimations based on administrative data","Trade union density rate (%)","2017",24.166,,
"Togo","OS - Estimations based on administrative data","Trade union density rate (%)","2016",28.66,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2019",3.322,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2018",3.363,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2017",3.32,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2016",3.381,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2015",3.458,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2014",3.425,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2012",3.462,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2011",3.364,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2010",3.137,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2009",3.012,,
"Thailand","Other - Special data collection","Trade union density rate (%)","2008",3.161,,
"Trinidad and Tobago","ADM-EOR - Trade unions records","Trade union density rate (%)","2013",19.8,,
"Trinidad and Tobago","ADM-EOR - Trade unions records","Trade union density rate (%)","2010",21,,
"Tunisia","ADM - Other Administrative records and related sources","Trade union density rate (%)","2019",38.106,,
